Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgUO2)	U235 (at/m3)	U238 (at/m3)	Intergranular vented fraction (/)	Intergranular venting probability (/)	
18360	1775	3e+18	0	1.656496e-05	4.758912e+25	3.427929e+25	1.369703e+24	3.290958e+25	3.049888e+24	1.025995e+25	5.94864e+24	4.284911e+24	1.712129e+23	4.113698e+24	3.81236e+23	1.282493e+24	0.2155944	3.183289e+23	1.042468e-09	0.001510611	2.298766e+11	8.241588e+07	2.196308e+10	1.086197e-06	2.17508e-12	9.051074e-19	0.5	0.5	0.03768128	1	6.729067	7.209709e+26	2.301694e+28	0	0.3753142	
18420	1775	3e+18	0	1.656496e-05	4.774464e+25	3.43636e+25	1.375029e+24	3.298858e+25	3.070779e+24	1.031026e+25	5.96808e+24	4.295451e+24	1.718786e+23	4.123572e+24	3.838474e+23	1.288782e+24	0.2159458	3.179317e+23	1.043739e-09	0.001514252	2.271032e+11	8.399377e+07	2.236649e+10	1.09281e-06	2.201642e-12	9.217376e-19	0.5	0.5	0.03791066	1	6.751057	7.209709e+26	2.301694e+28	0	0.3752015	
18480	1775	3e+18	0	1.656496e-05	4.790016e+25	3.444778e+25	1.380355e+24	3.306743e+25	3.091801e+24	1.036058e+25	5.98752e+24	4.305973e+24	1.725444e+23	4.133428e+24	3.864751e+23	1.295072e+24	0.2162953	3.175362e+23	1.045007e-09	0.001517887	2.243855e+11	8.559304e+07	2.277393e+10	1.099408e-06	2.228308e-12	9.38534e-19	0.5	0.5	0.03813956	1	6.773048	7.209709e+26	2.301694e+28	0	0.3750893	
18540	1775	3e+18	0	1.656496e-05	4.805568e+25	3.453181e+25	1.385681e+24	3.314613e+25	3.112951e+24	1.041092e+25	6.00696e+24	4.316476e+24	1.732102e+23	4.143266e+24	3.891189e+23	1.301365e+24	0.2166428	3.171426e+23	1.046271e-09	0.001521515	2.21722e+11	8.721383e+07	2.318538e+10	1.105991e-06	2.255077e-12	9.554966e-19	0.5	0.5	0.03836796	1	6.795038	7.209709e+26	2.301694e+28	0	0.3749776	
18600	1775	3e+18	0	1.656496e-05	4.82112e+25	3.46157e+25	1.391008e+24	3.322469e+25	3.13423e+24	1.046127e+25	6.0264e+24	4.326962e+24	1.738761e+23	4.153086e+24	3.917787e+23	1.307659e+24	0.2169884	3.167508e+23	1.047532e-09	0.001525136	2.191111e+11	8.885627e+07	2.360085e+10	1.112561e-06	2.281947e-12	9.726253e-19	0.5	0.5	0.03859587	1	6.817028	7.209709e+26	2.301694e+28	0	0.3748663	
18660	1775	3e+18	0	1.656496e-05	4.836672e+25	3.469944e+25	1.396336e+24	3.33031e+25	3.155635e+24	1.051164e+25	6.04584e+24	4.33743e+24	1.74542e+23	4.162888e+24	3.944544e+23	1.313955e+24	0.2173322	3.163607e+23	1.04879e-09	0.001528751	2.165516e+11	9.052052e+07	2.402033e+10	1.119117e-06	2.308918e-12	9.899197e-19	0.5	0.5	0.03882328	1	6.839019	7.209709e+26	2.301694e+28	0	0.3747555	
18720	1775	3e+18	0	1.656496e-05	4.852224e+25	3.478304e+25	1.401663e+24	3.338138e+25	3.177167e+24	1.056203e+25	6.06528e+24	4.34788e+24	1.752079e+23	4.172672e+24	3.971459e+23	1.320254e+24	0.2176741	3.159724e+23	1.050044e-09	0.001532359	2.140421e+11	9.22067e+07	2.444382e+10	1.125658e-06	2.335989e-12	1.00738e-18	0.5	0.5	0.03905021	1	6.861009	7.209709e+26	2.301694e+28	0	0.3746452	
18780	1775	3e+18	0	1.656496e-05	4.867776e+25	3.48665e+25	1.406991e+24	3.345951e+25	3.198824e+24	1.061244e+25	6.08472e+24	4.358312e+24	1.758739e+23	4.182438e+24	3.99853e+23	1.326555e+24	0.2180141	3.155859e+23	1.051295e-09	0.001535961	2.115813e+11	9.391494e+07	2.487131e+10	1.132185e-06	2.363158e-12	1.025006e-18	0.5	0.5	0.03927664	1	6.883	7.209709e+26	2.301694e+28	0	0.3745353	
18840	1775	3e+18	0	1.656496e-05	4.883328e+25	3.494981e+25	1.412319e+24	3.353749e+25	3.220604e+24	1.066287e+25	6.10416e+24	4.368726e+24	1.765399e+23	4.192186e+24	4.025755e+23	1.332858e+24	0.2183524	3.152011e+23	1.052543e-09	0.001539555	2.091679e+11	9.564539e+07	2.53028e+10	1.138698e-06	2.390424e-12	1.042797e-18	0.5	0.5	0.03950258	1	6.90499	7.209709e+26	2.301694e+28	0	0.3744259	
18900	1775	3e+18	0	1.656496e-05	4.89888e+25	3.503298e+25	1.417648e+24	3.361533e+25	3.242508e+24	1.071331e+25	6.1236e+24	4.379122e+24	1.77206e+23	4.201916e+24	4.053135e+23	1.339164e+24	0.218689	3.148181e+23	1.053787e-09	0.001543144	2.068007e+11	9.739817e+07	2.573829e+10	1.145197e-06	2.417787e-12	1.060753e-18	0.5	0.5	0.03972803	1	6.926981	7.209709e+26	2.301694e+28	0	0.374317	
18960	1775	3e+18	0	1.656496e-05	4.914432e+25	3.511601e+25	1.422976e+24	3.369303e+25	3.264534e+24	1.076378e+25	6.14304e+24	4.389501e+24	1.778721e+23	4.211629e+24	4.080668e+23	1.345472e+24	0.2190239	3.144368e+23	1.055027e-09	0.001546725	2.044785e+11	9.917343e+07	2.617776e+10	1.151681e-06	2.445245e-12	1.078874e-18	0.5	0.5	0.03995298	1	6.948971	7.209709e+26	2.301694e+28	0	0.3742086	
19020	1775	3e+18	0	1.656496e-05	4.929984e+25	3.519889e+25	1.428305e+24	3.377059e+25	3.286681e+24	1.081427e+25	6.16248e+24	4.399862e+24	1.785382e+23	4.221323e+24	4.108351e+23	1.351783e+24	0.219357	3.140572e+23	1.056265e-09	0.001550301	2.022001e+11	1.009713e+08	2.662122e+10	1.158152e-06	2.472798e-12	1.09716e-18	0.5	0.5	0.04017745	1	6.970961	7.209709e+26	2.301694e+28	0	0.3741006	
19080	1775	3e+18	0	1.656496e-05	4.945536e+25	3.528164e+25	1.433634e+24	3.3848e+25	3.308948e+24	1.086477e+25	6.18192e+24	4.410205e+24	1.792043e+23	4.231e+24	4.136186e+23	1.358097e+24	0.2196885	3.136793e+23	1.057499e-09	0.001553869	1.999645e+11	1.027919e+08	2.706866e+10	1.164608e-06	2.500444e-12	1.115611e-18	0.5	0.5	0.04040142	1	6.992952	7.209709e+26	2.301694e+28	0	0.3739931	
19140	1775	3e+18	0	1.656496e-05	4.961088e+25	3.536424e+25	1.438963e+24	3.392528e+25	3.331335e+24	1.091531e+25	6.20136e+24	4.42053e+24	1.798704e+23	4.240659e+24	4.164169e+23	1.364413e+24	0.2200184	3.13303e+23	1.05873e-09	0.001557431	1.977705e+11	1.046354e+08	2.752008e+10	1.17105e-06	2.528183e-12	1.134227e-18	0.5	0.5	0.0406249	1	7.014942	7.209709e+26	2.301694e+28	0	0.3738861	
19200	1775	3e+18	0	1.656496e-05	4.97664e+25	3.54467e+25	1.444292e+24	3.400241e+25	3.35384e+24	1.096586e+25	6.2208e+24	4.430837e+24	1.805365e+23	4.250301e+24	4.1923e+23	1.370733e+24	0.2203467	3.129285e+23	1.059958e-09	0.001560987	1.956171e+11	1.065019e+08	2.797547e+10	1.177478e-06	2.556013e-12	1.153007e-18	0.5	0.5	0.04084788	1	7.036933	7.209709e+26	2.301694e+28	0	0.3737795	
19260	1775	3e+18	0	1.656496e-05	4.992192e+25	3.552902e+25	1.449621e+24	3.40794e+25	3.376463e+24	1.101644e+25	6.24024e+24	4.441127e+24	1.812027e+23	4.259924e+24	4.220579e+23	1.377055e+24	0.2206734	3.125556e+23	1.061182e-09	0.001564536	1.935034e+11	1.083915e+08	2.843482e+10	1.183891e-06	2.583934e-12	1.171951e-18	0.5	0.5	0.04107038	1	7.058923	7.209709e+26	2.301694e+28	0	0.3736735	
19320	1775	3e+18	0	1.656496e-05	5.007744e+25	3.561119e+25	1.45495e+24	3.415624e+25	3.399203e+24	1.106704e+25	6.25968e+24	4.451399e+24	1.818688e+23	4.269531e+24	4.249003e+23	1.38338e+24	0.2209986	3.121844e+23	1.062403e-09	0.001568078	1.914282e+11	1.103044e+08	2.889815e+10	1.190291e-06	2.611945e-12	1.191059e-18	0.5	0.5	0.04129239	1	7.080913	7.209709e+26	2.301694e+28	0	0.3735679	
19380	1775	3e+18	0	1.656496e-05	5.023296e+25	3.569323e+25	1.460279e+24	3.423295e+25	3.422058e+24	1.111767e+25	6.27912e+24	4.461654e+24	1.825349e+23	4.279119e+24	4.277572e+23	1.389709e+24	0.2213222	3.118148e+23	1.063621e-09	0.001571614	1.893908e+11	1.122407e+08	2.936542e+10	1.196676e-06	2.640044e-12	1.210331e-18	0.5	0.5	0.04151391	1	7.102904	7.209709e+26	2.301694e+28	0	0.3734628	
19440	1775	3e+18	0	1.656496e-05	5.038848e+25	3.577513e+25	1.465608e+24	3.430952e+25	3.445028e+24	1.116832e+25	6.29856e+24	4.471891e+24	1.832011e+23	4.28869e+24	4.306285e+23	1.396041e+24	0.2216444	3.114469e+23	1.064836e-09	0.001575144	1.8739e+11	1.142005e+08	2.983666e+10	1.203048e-06	2.668232e-12	1.229766e-18	0.5	0.5	0.04173494	1	7.124894	7.209709e+26	2.301694e+28	0	0.3733581	
19500	1775	3e+18	0	1.656496e-05	5.0544e+25	3.585688e+25	1.470937e+24	3.438595e+25	3.468113e+24	1.1219e+25	6.318e+24	4.48211e+24	1.838672e+23	4.298243e+24	4.335141e+23	1.402376e+24	0.2219651	3.110806e+23	1.066047e-09	0.001578667	1.854251e+11	1.16184e+08	3.031184e+10	1.209405e-06	2.696506e-12	1.249365e-18	0.5	0.5	0.04195548	1	7.146885	7.209709e+26	2.301694e+28	0	0.373254	
19560	1775	3e+18	0	1.656496e-05	5.069952e+25	3.59385e+25	1.476266e+24	3.446223e+25	3.491311e+24	1.126971e+25	6.33744e+24	4.492312e+24	1.845333e+23	4.307779e+24	4.364138e+23	1.408714e+24	0.2222844	3.107158e+23	1.067255e-09	0.001582183	1.834952e+11	1.181913e+08	3.079096e+10	1.215749e-06	2.724867e-12	1.269127e-18	0.5	0.5	0.04217554	1	7.168875	7.209709e+26	2.301694e+28	0	0.3731503	
19620	1775	3e+18	0	1.656496e-05	5.085504e+25	3.601997e+25	1.481595e+24	3.453838e+25	3.514621e+24	1.132044e+25	6.35688e+24	4.502497e+24	1.851994e+23	4.317297e+24	4.393276e+23	1.415056e+24	0.2226022	3.103527e+23	1.06846e-09	0.001585693	1.815994e+11	1.202225e+08	3.127403e+10	1.222078e-06	2.753314e-12	1.289053e-18	0.5	0.5	0.04239512	1	7.190866	7.209709e+26	2.301694e+28	0	0.3730471	
19680	1775	3e+18	0	1.656496e-05	5.101056e+25	3.610131e+25	1.486924e+24	3.461439e+25	3.538043e+24	1.137121e+25	6.37632e+24	4.512664e+24	1.858654e+23	4.326798e+24	4.422554e+23	1.421401e+24	0.2229187	3.099912e+23	1.069662e-09	0.001589197	1.797369e+11	1.222778e+08	3.176103e+10	1.228394e-06	2.781844e-12	1.309141e-18	0.5	0.5	0.04261421	1	7.212856	7.209709e+26	2.301694e+28	0	0.3729444	
19740	1775	3e+18	0	1.656496e-05	5.116608e+25	3.618251e+25	1.492252e+24	3.469026e+25	3.561576e+24	1.1422e+25	6.39576e+24	4.522813e+24	1.865315e+23	4.336282e+24	4.45197e+23	1.42775e+24	0.2232338	3.096313e+23	1.070861e-09	0.001592694	1.779069e+11	1.243573e+08	3.225196e+10	1.234695e-06	2.810459e-12	1.329392e-18	0.5	0.5	0.04283282	1	7.234846	7.209709e+26	2.301694e+28	0	0.3728422	
19800	1775	3e+18	0	1.656496e-05	5.13216e+25	3.626356e+25	1.49758e+24	3.476598e+25	3.58522e+24	1.147282e+25	6.4152e+24	4.532946e+24	1.871975e+23	4.345748e+24	4.481525e+23	1.434102e+24	0.2235475	3.092729e+23	1.072056e-09	0.001596185	1.761086e+11	1.264611e+08	3.274681e+10	1.240983e-06	2.839157e-12	1.349806e-18	0.5	0.5	0.04305095	1	7.256837	7.209709e+26	2.301694e+28	0	0.3727405	
19860	1775	3e+18	0	1.656496e-05	5.147712e+25	3.634448e+25	1.502908e+24	3.484158e+25	3.608973e+24	1.152366e+25	6.43464e+24	4.54306e+24	1.878635e+23	4.355197e+24	4.511216e+23	1.440458e+24	0.2238599	3.089161e+23	1.073249e-09	0.00159967	1.743414e+11	1.285893e+08	3.324559e+10	1.247257e-06	2.867937e-12	1.370382e-18	0.5	0.5	0.0432686	1	7.278827	7.209709e+26	2.301694e+28	0	0.3726393	
19920	1775	3e+18	0	1.656496e-05	5.163264e+25	3.642526e+25	1.508235e+24	3.491703e+25	3.632834e+24	1.157454e+25	6.45408e+24	4.553158e+24	1.885294e+23	4.364628e+24	4.541043e+23	1.446818e+24	0.2241711	3.085608e+23	1.074438e-09	0.001603148	1.726044e+11	1.307421e+08	3.374828e+10	1.253517e-06	2.896798e-12	1.39112e-18	0.5	0.5	0.04348577	1	7.300818	7.209709e+26	2.301694e+28	0	0.3725385	
19980	1775	3e+18	0	1.656496e-05	5.178816e+25	3.65059e+25	1.513563e+24	3.499234e+25	3.656804e+24	1.162545e+25	6.47352e+24	4.563238e+24	1.891953e+23	4.374043e+24	4.571004e+23	1.453182e+24	0.2244809	3.082071e+23	1.075624e-09	0.00160662	1.708969e+11	1.329196e+08	3.425488e+10	1.259763e-06	2.92574e-12	1.41202e-18	0.5	0.5	0.04370246	1	7.322808	7.209709e+26	2.301694e+28	0	0.3724383	
20040	1775	3e+18	0	1.656496e-05	5.194368e+25	3.658641e+25	1.51889e+24	3.506752e+25	3.68088e+24	1.167639e+25	6.49296e+24	4.573301e+24	1.898612e+23	4.38344e+24	4.6011e+23	1.459549e+24	0.2247895	3.078549e+23	1.076807e-09	0.001610085	1.692183e+11	1.35122e+08	3.476539e+10	1.265996e-06	2.954762e-12	1.433082e-18	0.5	0.5	0.04391868	1	7.344798	7.209709e+26	2.301694e+28	0	0.3723385	
20100	1775	3e+18	0	1.656496e-05	5.20992e+25	3.666677e+25	1.524216e+24	3.514256e+25	3.705063e+24	1.172736e+25	6.5124e+24	4.583346e+24	1.90527e+23	4.392819e+24	4.631329e+23	1.465921e+24	0.2250968	3.075043e+23	1.077987e-09	0.001613544	1.67568e+11	1.373493e+08	3.52798e+10	1.272215e-06	2.983864e-12	1.454306e-18	0.5	0.5	0.04413443	1	7.366789	7.209709e+26	2.301694e+28	0	0.3722392	
20160	1775	3e+18	0	1.656496e-05	5.225472e+25	3.6747e+25	1.529542e+24	3.521746e+25	3.729353e+24	1.177837e+25	6.53184e+24	4.593375e+24	1.911928e+23	4.402182e+24	4.661691e+23	1.472296e+24	0.225403	3.071551e+23	1.079164e-09	0.001616997	1.659452e+11	1.396017e+08	3.57981e+10	1.278421e-06	3.013044e-12	1.475691e-18	0.5	0.5	0.0443497	1	7.388779	7.209709e+26	2.301694e+28	0	0.3721404	
20220	1775	3e+18	0	1.656496e-05	5.241024e+25	3.682709e+25	1.534868e+24	3.529222e+25	3.753747e+24	1.18294e+25	6.55128e+24	4.603386e+24	1.918585e+23	4.411528e+24	4.692183e+23	1.478676e+24	0.2257079	3.068074e+23	1.080338e-09	0.001620443	1.643493e+11	1.418793e+08	3.63203e+10	1.284613e-06	3.042301e-12	1.497237e-18	0.5	0.5	0.04456451	1	7.41077	7.209709e+26	2.301694e+28	0	0.3720421	
20280	1775	3e+18	0	1.656496e-05	5.256576e+25	3.690704e+25	1.540193e+24	3.536685e+25	3.778245e+24	1.188047e+25	6.57072e+24	4.61338e+24	1.925242e+23	4.420856e+24	4.722807e+23	1.485059e+24	0.2260116	3.064613e+23	1.081509e-09	0.001623883	1.627797e+11	1.441822e+08	3.684639e+10	1.290791e-06	3.071636e-12	1.518944e-18	0.5	0.5	0.04477885	1	7.43276	7.209709e+26	2.301694e+28	0	0.3719443	
20340	1775	3e+18	0	1.656496e-05	5.272128e+25	3.698686e+25	1.545518e+24	3.544134e+25	3.802848e+24	1.193158e+25	6.59016e+24	4.623357e+24	1.931898e+23	4.430167e+24	4.75356e+23	1.491447e+24	0.2263142	3.061166e+23	1.082677e-09	0.001627317	1.612359e+11	1.465106e+08	3.737635e+10	1.296956e-06	3.101047e-12	1.540812e-18	0.5	0.5	0.04499272	1	7.45475	7.209709e+26	2.301694e+28	0	0.371847	
20400	1775	3e+18	0	1.656496e-05	5.28768e+25	3.706653e+25	1.550842e+24	3.551569e+25	3.827553e+24	1.198271e+25	6.6096e+24	4.633317e+24	1.938553e+23	4.439461e+24	4.784442e+23	1.497839e+24	0.2266157	3.057734e+23	1.083842e-09	0.001630745	1.597171e+11	1.488646e+08	3.791019e+10	1.303108e-06	3.130534e-12	1.562841e-18	0.5	0.5	0.04520612	1	7.476741	7.209709e+26	2.301694e+28	0	0.3717502	
20460	1775	3e+18	0	1.656496e-05	5.303232e+25	3.714608e+25	1.556166e+24	3.558991e+25	3.852361e+24	1.203388e+25	6.62904e+24	4.643259e+24	1.945208e+23	4.448739e+24	4.815451e+23	1.504235e+24	0.226916	3.054316e+23	1.085004e-09	0.001634166	1.58223e+11	1.512443e+08	3.844791e+10	1.309246e-06	3.160096e-12	1.585031e-18	0.5	0.5	0.04541906	1	7.498731	7.209709e+26	2.301694e+28	0	0.3716539	
20520	1775	3e+18	0	1.656496e-05	5.318784e+25	3.722548e+25	1.561489e+24	3.566399e+25	3.877271e+24	1.208509e+25	6.64848e+24	4.653185e+24	1.951862e+23	4.457999e+24	4.846589e+23	1.510636e+24	0.2272152	3.050913e+23	1.086162e-09	0.001637581	1.567529e+11	1.536499e+08	3.898949e+10	1.315371e-06	3.189733e-12	1.60738e-18	0.5	0.5	0.04563154	1	7.520722	7.209709e+26	2.301694e+28	0	0.3715581	
20580	1775	3e+18	0	1.656496e-05	5.334336e+25	3.730475e+25	1.566812e+24	3.573794e+25	3.902282e+24	1.213633e+25	6.66792e+24	4.663094e+24	1.958515e+23	4.467242e+24	4.877852e+23	1.517041e+24	0.2275134	3.047525e+23	1.087318e-09	0.001640989	1.553064e+11	1.560814e+08	3.953493e+10	1.321483e-06	3.219443e-12	1.62989e-18	0.5	0.5	0.04584357	1	7.542712	7.209709e+26	2.301694e+28	0	0.3714627	
20640	1775	3e+18	0	1.656496e-05	5.349888e+25	3.738388e+25	1.572134e+24	3.581175e+25	3.927393e+24	1.21876e+25	6.68736e+24	4.672985e+24	1.965168e+23	4.476469e+24	4.909242e+23	1.52345e+24	0.2278104	3.04415e+23	1.088471e-09	0.001644392	1.538828e+11	1.58539e+08	4.008423e+10	1.327581e-06	3.249227e-12	1.65256e-18	0.5	0.5	0.04605513	1	7.564703	7.209709e+26	2.301694e+28	0	0.3713679	
20700	1775	3e+18	0	1.656496e-05	5.36544e+25	3.746288e+25	1.577455e+24	3.588543e+25	3.952605e+24	1.223891e+25	6.7068e+24	4.68286e+24	1.971819e+23	4.485678e+24	4.940756e+23	1.529864e+24	0.2281065	3.04079e+23	1.089621e-09	0.001647788	1.524817e+11	1.610228e+08	4.063739e+10	1.333667e-06	3.279083e-12	1.675389e-18	0.5	0.5	0.04626624	1	7.586693	7.209709e+26	2.301694e+28	0	0.3712736	
20760	1775	3e+18	0	1.656496e-05	5.380992e+25	3.754174e+25	1.582776e+24	3.595897e+25	3.977915e+24	1.229026e+25	6.72624e+24	4.692718e+24	1.97847e+23	4.494871e+24	4.972394e+23	1.536283e+24	0.2284014	3.037445e+23	1.090768e-09	0.001651178	1.511026e+11	1.63533e+08	4.119439e+10	1.339739e-06	3.309011e-12	1.698378e-18	0.5	0.5	0.04647689	1	7.608683	7.209709e+26	2.301694e+28	0	0.3711798	
20820	1775	3e+18	0	1.656496e-05	5.396544e+25	3.762047e+25	1.588096e+24	3.603237e+25	4.003325e+24	1.234165e+25	6.74568e+24	4.702559e+24	1.98512e+23	4.504047e+24	5.004156e+23	1.542706e+24	0.2286954	3.034113e+23	1.091912e-09	0.001654562	1.49745e+11	1.660696e+08	4.175523e+10	1.345798e-06	3.33901e-12	1.721527e-18	0.5	0.5	0.0466871	1	7.630674	7.209709e+26	2.301694e+28	0	0.3710864	
20880	1775	3e+18	0	1.656496e-05	5.412096e+25	3.769906e+25	1.593415e+24	3.610565e+25	4.028832e+24	1.239307e+25	6.76512e+24	4.712383e+24	1.991769e+23	4.513206e+24	5.03604e+23	1.549133e+24	0.2289883	3.030795e+23	1.093053e-09	0.00165794	1.484085e+11	1.686329e+08	4.231992e+10	1.351845e-06	3.36908e-12	1.744834e-18	0.5	0.5	0.04689685	1	7.652664	7.209709e+26	2.301694e+28	0	0.3709936	
20940	1775	3e+18	0	1.656496e-05	5.427648e+25	3.777752e+25	1.598734e+24	3.617878e+25	4.054437e+24	1.244453e+25	6.78456e+24	4.72219e+24	1.998417e+23	4.522348e+24	5.068046e+23	1.555566e+24	0.2292803	3.027491e+23	1.094191e-09	0.001661311	1.470926e+11	1.712228e+08	4.288843e+10	1.357878e-06	3.39922e-12	1.768301e-18	0.5	0.5	0.04710616	1	7.674655	7.209709e+26	2.301694e+28	0	0.3709013	
21000	1775	3e+18	0	1.656496e-05	5.4432e+25	3.785584e+25	1.604052e+24	3.625179e+25	4.080139e+24	1.249602e+25	6.804e+24	4.73198e+24	2.005065e+23	4.531474e+24	5.100174e+23	1.562003e+24	0.2295712	3.024201e+23	1.095326e-09	0.001664676	1.457968e+11	1.738396e+08	4.346078e+10	1.363899e-06	3.42943e-12	1.791926e-18	0.5	0.5	0.04731502	1	7.696645	7.209709e+26	2.301694e+28	0	0.3708095	
21060	1775	3e+18	0	1.656496e-05	5.458752e+25	3.793403e+25	1.609369e+24	3.632466e+25	4.105937e+24	1.254755e+25	6.82344e+24	4.741753e+24	2.011711e+23	4.540582e+24	5.132422e+23	1.568444e+24	0.2298612	3.020925e+23	1.096459e-09	0.001668035	1.445208e+11	1.764833e+08	4.403695e+10	1.369906e-06	3.459709e-12	1.81571e-18	0.5	0.5	0.04752343	1	7.718635	7.209709e+26	2.301694e+28	0	0.3707181	
21120	1775	3e+18	0	1.656496e-05	5.474304e+25	3.801208e+25	1.614685e+24	3.63974e+25	4.131831e+24	1.259913e+25	6.84288e+24	4.75151e+24	2.018356e+23	4.549675e+24	5.164789e+23	1.574891e+24	0.2301503	3.017663e+23	1.097588e-09	0.001671388	1.432642e+11	1.791541e+08	4.461693e+10	1.375901e-06	3.490056e-12	1.839653e-18	0.5	0.5	0.04773141	1	7.740626	7.209709e+26	2.301694e+28	0	0.3706273	
21180	1775	3e+18	0	1.656496e-05	5.489856e+25	3.809e+25	1.62e+24	3.647e+25	4.157821e+24	1.265074e+25	6.86232e+24	4.76125e+24	2.025e+23	4.55875e+24	5.197276e+23	1.581342e+24	0.2304384	3.014414e+23	1.098715e-09	0.001674735	1.420264e+11	1.818521e+08	4.520074e+10	1.381884e-06	3.520471e-12	1.863753e-18	0.5	0.5	0.04793894	1	7.762616	7.209709e+26	2.301694e+28	0	0.370537	
21240	1775	3e+18	0	1.656496e-05	5.505408e+25	3.816779e+25	1.625314e+24	3.654247e+25	4.183905e+24	1.270239e+25	6.88176e+24	4.770973e+24	2.031643e+23	4.567809e+24	5.229881e+23	1.587798e+24	0.2307256	3.011178e+23	1.099838e-09	0.001678076	1.408072e+11	1.845774e+08	4.578835e+10	1.387853e-06	3.550954e-12	1.888012e-18	0.5	0.5	0.04814604	1	7.784607	7.209709e+26	2.301694e+28	0	0.3704472	
21300	1775	3e+18	0	1.656496e-05	5.52096e+25	3.824544e+25	1.630628e+24	3.661481e+25	4.210083e+24	1.275408e+25	6.9012e+24	4.78068e+24	2.038285e+23	4.576852e+24	5.262604e+23	1.59426e+24	0.2310119	3.007956e+23	1.100959e-09	0.001681411	1.396062e+11	1.873302e+08	4.637976e+10	1.393811e-06	3.581503e-12	1.912429e-18	0.5	0.5	0.0483527	1	7.806597	7.209709e+26	2.301694e+28	0	0.3703579	
21360	1775	3e+18	0	1.656496e-05	5.536512e+25	3.832296e+25	1.63594e+24	3.668702e+25	4.236355e+24	1.28058e+25	6.92064e+24	4.79037e+24	2.044925e+23	4.585877e+24	5.295444e+23	1.600726e+24	0.2312973	3.004747e+23	1.102077e-09	0.001684739	1.384229e+11	1.901105e+08	4.697498e+10	1.399755e-06	3.612119e-12	1.937003e-18	0.5	0.5	0.04855892	1	7.828588	7.209709e+26	2.301694e+28	0	0.3702691	
21420	1775	3e+18	0	1.656496e-05	5.552064e+25	3.840035e+25	1.641252e+24	3.675909e+25	4.26272e+24	1.285757e+25	6.94008e+24	4.800043e+24	2.051565e+23	4.594887e+24	5.3284e+23	1.607197e+24	0.2315819	3.001552e+23	1.103192e-09	0.001688062	1.37257e+11	1.929185e+08	4.757399e+10	1.405688e-06	3.642801e-12	1.961735e-18	0.5	0.5	0.04876472	1	7.850578	7.209709e+26	2.301694e+28	0	0.3701808	
21480	1775	3e+18	0	1.656496e-05	5.567616e+25	3.84776e+25	1.646562e+24	3.683104e+25	4.289178e+24	1.290938e+25	6.95952e+24	4.8097e+24	2.058203e+23	4.60388e+24	5.361472e+23	1.613673e+24	0.2318655	2.998369e+23	1.104305e-09	0.001691378	1.361082e+11	1.957543e+08	4.817679e+10	1.411607e-06	3.673547e-12	1.986624e-18	0.5	0.5	0.04897008	1	7.872568	7.209709e+26	2.301694e+28	0	0.370093	
21540	1775	3e+18	0	1.656496e-05	5.583168e+25	3.855472e+25	1.651872e+24	3.690285e+25	4.315727e+24	1.296123e+25	6.97896e+24	4.81934e+24	2.06484e+23	4.612856e+24	5.394659e+23	1.620154e+24	0.2321483	2.9952e+23	1.105414e-09	0.001694688	1.349761e+11	1.986181e+08	4.878337e+10	1.417515e-06	3.704359e-12	2.01167e-18	0.5	0.5	0.04917502	1	7.894559	7.209709e+26	2.301694e+28	0	0.3700058	
21600	1775	3e+18	0	1.656496e-05	5.59872e+25	3.863171e+25	1.657181e+24	3.697453e+25	4.342369e+24	1.301312e+25	6.9984e+24	4.828964e+24	2.071476e+23	4.621816e+24	5.427961e+23	1.62664e+24	0.2324303	2.992044e+23	1.106521e-09	0.001697992	1.338604e+11	2.015099e+08	4.939374e+10	1.42341e-06	3.735235e-12	2.036873e-18	0.5	0.5	0.04937953	1	7.916549	7.209709e+26	2.301694e+28	0	0.369919	
21660	1775	3e+18	0	1.656496e-05	5.614272e+25	3.870857e+25	1.662488e+24	3.704608e+25	4.369101e+24	1.306505e+25	7.01784e+24	4.838571e+24	2.07811e+23	4.63076e+24	5.461376e+23	1.633131e+24	0.2327114	2.9889e+23	1.107625e-09	0.001701291	1.327607e+11	2.044298e+08	5.000789e+10	1.429293e-06	3.766174e-12	2.062233e-18	0.5	0.5	0.04958362	1	7.93854	7.209709e+26	2.301694e+28	0	0.3698328	
